number,category
7171199973,not spam
7434497639,not spam
7104241596,spam
7584368334,spam
6379280817,not spam
8740969920,not spam
9764861251,not spam
6018780603,not spam
6401814657,spam
8647175340,not spam
7270790853,not spam
8448210902,spam
7509233724,spam
6980620420,not spam
7462954167,not spam
9016003303,spam
9685781431,not spam
9649928754,spam
7941123581,spam
8097745193,not spam
7434787352,spam
6222069351,spam
8872104006,not spam
7936618651,not spam
7492520845,not spam
6812484916,spam
9824629727,not spam
6800973443,spam
9869253913,not spam
6374509115,not spam
8983840161,not spam
9155264721,not spam
9277509928,not spam
9987144617,spam
8520790227,spam
9467177098,spam
6935134187,not spam
7690848265,not spam
8591402040,not spam
6903895492,spam
8754988162,not spam
6792853200,not spam
9601865679,not spam
8236790121,not spam
7629098161,not spam
9612932835,spam
9454608673,not spam
9029115456,not spam
9508384618,not spam
6730903526,spam
9403262795,not spam
8260712714,not spam
9245844547,not spam
8674688665,spam
7704297981,spam
7934962784,not spam
7053753567,not spam
9940607413,not spam
9542447609,not spam
9806501063,not spam
8662074625,not spam
9772253912,not spam
7389506816,not spam
9384824848,spam
8749125439,spam
7917189676,spam
7065382102,not spam
7576890260,not spam
6254563941,not spam
8323726007,not spam
7280376703,spam
9164922487,not spam
8461784438,not spam
7701504704,spam
8876298444,not spam
7903783760,spam
7028674484,not spam
8141042476,not spam
9515405593,not spam
7036587702,not spam
7282980179,not spam
6068470956,not spam
8999646492,spam
8757843172,spam
7155152128,not spam
7658808470,not spam
6377350862,spam
8810102010,spam
6404371451,not spam
8837105243,not spam
7368565054,not spam
7294537388,not spam
6449187258,not spam
9866495868,not spam
6487345021,not spam
8161434248,spam
8563444242,not spam
9572983161,not spam
7474518551,spam
7233802439,spam
7753270032,spam
6352342199,not spam
6981778683,not spam
8122161057,not spam
9979133394,not spam
9158164627,not spam
6777997543,spam
9816541330,not spam
7794308086,not spam
7586292885,spam
9294388627,not spam
6855491421,not spam
8939728992,not spam
8179559182,not spam
8862566634,spam
7753837592,not spam
9327127076,not spam
6846551483,not spam
9128972161,spam
6075397473,spam
6085860690,not spam
9647749264,not spam
9792013569,spam
9901408902,spam
8188792318,spam
9679425581,not spam
6458510602,not spam
6389339242,spam
8934232493,spam
9485463807,not spam
7731275667,spam
9564116554,spam
6194981388,not spam
8000632333,not spam
7566538082,spam
8517454117,not spam
9545403682,spam
8965661776,not spam
7978085462,not spam
9899262681,not spam
7041852942,not spam
7597925318,not spam
6481650785,spam
8835844525,spam
9015638255,not spam
8361441299,not spam
6575447602,not spam
6845574436,not spam
6541339860,not spam
9421335208,spam
7297335886,not spam
7883538685,spam
8662141933,spam
6097205316,not spam
8118018464,spam
8987996719,spam
8849971650,spam
6784596216,not spam
9648953477,not spam
9505823960,not spam
9113359467,not spam
9012843182,not spam
9401112121,not spam
6750381946,not spam
8363439446,not spam
7637483352,spam
7296815584,not spam
7650355702,not spam
8652049606,not spam
6222883478,not spam
9816062625,spam
6491685202,not spam
9749938943,not spam
9947561466,not spam
9644588987,not spam
9540809415,spam
7619043856,spam
8096664239,not spam
6089200950,not spam
6527250491,not spam
7969422915,not spam
7157305581,spam
7751342378,not spam
8419864231,not spam
6813541380,not spam
9187785916,not spam
7043813604,spam
9963660431,spam
9440395143,not spam
9712975796,not spam
6607273818,not spam
8944451324,not spam
6601318137,spam
6930232283,not spam
7950963095,not spam
7128413754,not spam
6312637007,not spam
9235068428,not spam
6832358006,spam
7929605706,not spam
7172987253,not spam
6110929412,not spam
9031783235,not spam
7783467222,spam
6070975537,not spam
6690602686,not spam
9481948631,not spam
8322260018,spam
7085991112,spam
6790941121,not spam
9980181196,not spam
8974984809,not spam
7964695179,not spam
9470593627,not spam
8094366233,spam
8469510298,spam
7459545840,spam
7514796514,not spam
7407638464,spam
6154763554,not spam
9621038079,not spam
6393766583,spam
7738410441,spam
8365251558,not spam
9511134508,not spam
7503907076,spam
6607469231,not spam
6633897754,not spam
7569879719,not spam
7267973654,not spam
8427009418,not spam
8476857040,spam
9143932966,not spam
6775182672,not spam
8180832691,not spam
9487897882,not spam
7339148403,spam
9021404072,spam
7662240617,not spam
9339763547,spam
8074575670,not spam
8791602718,spam
9111396568,not spam
9414054611,not spam
7590806161,spam
6911806835,not spam
6470625770,not spam
7918469952,not spam
9084898534,not spam
9609340462,not spam
6339917420,spam
9815466260,spam
7105755208,spam
7870096527,not spam
8111418486,not spam
9860367432,not spam
6876534103,spam
9474871853,spam
8609325744,not spam
9828923533,spam
6856516005,spam
9037981213,not spam
7414870321,spam
8785629648,spam
9673895990,not spam
7592611964,not spam
6210355262,not spam
6348929743,not spam
9707658100,not spam
9087235402,spam
6224127043,not spam
9269748804,not spam
8168584749,not spam
6855004093,not spam
7887381528,not spam
7983584704,not spam
8445698400,spam
7166164061,not spam
8467513406,not spam
9484364505,not spam
7902576264,not spam
9737680128,not spam
7563620130,spam
9443407580,spam
6219862798,spam
8426202046,not spam
8842070250,not spam
7554832841,not spam
6503101008,spam
7831762386,not spam
8712645651,spam
6471152139,not spam
9441887448,not spam
9480727358,not spam
6549603524,not spam
6649295059,not spam
8086006340,not spam
7993055765,not spam
9147566380,not spam
8299831550,spam
7695379231,spam
8057830302,not spam
9954159259,not spam
8888800038,not spam
6874259532,not spam
7613647837,not spam
9060128921,spam
9650562054,not spam
9297120320,spam
8995154918,not spam
6539093372,spam
7871875270,spam
6226242908,not spam
9791851838,not spam
6176280218,spam
6719218947,spam
7743579832,not spam
7362658768,spam
9645659697,not spam
9389254274,not spam
8783496944,not spam
8752783128,spam
7108660558,not spam
7350695150,spam
9512522252,spam
7199121590,not spam
9672601824,not spam
8741516741,not spam
6038126654,not spam
7250083802,not spam
6943667738,spam
7523425534,not spam
8518835896,not spam
7724024969,not spam
7623957401,not spam
7955966241,not spam
6480652445,spam
9583247933,not spam
7486035559,not spam
6509613107,not spam
6113961196,not spam
7865031503,not spam
7522197329,not spam
9574245217,not spam
6117583434,spam
6573017389,not spam
7015003209,not spam
8330097277,not spam
9967271310,spam
8489472174,not spam
8549995608,not spam
6423537404,spam
9173832629,not spam
8645828001,spam
6689098305,not spam
8796159180,not spam
9003336074,not spam
6730986616,spam
8228425019,spam
6415000426,not spam
8143052952,not spam
7030538919,spam
7286160402,not spam
6333459384,spam
7457874447,spam
6503955539,not spam
6415550172,spam
9450753568,spam
6985253202,not spam
9161344438,spam
8287053921,not spam
9845402010,not spam
7746263494,not spam
8784288279,not spam
9273751077,not spam
6858439987,not spam
7772501574,spam
8103021629,not spam
8296646748,not spam
7024643864,not spam
7673657490,spam
6381803114,not spam
7326429810,spam
8996818808,not spam
9322546164,not spam
6243012306,not spam
6386001175,spam
7431779371,spam
6923506381,spam
8741277772,not spam
8750464739,not spam
7821904459,not spam
9342578699,spam
8157816594,not spam
8168354006,not spam
8089691596,not spam
9267173531,not spam
6335978158,not spam
8217137653,not spam
8009206116,not spam
7635951788,not spam
8512755321,not spam
6446061606,spam
8218863783,not spam
6005316874,spam
8932184144,not spam
8067576514,not spam
7250462271,not spam
9785929729,spam
8542380660,not spam
8776555837,spam
6371724272,spam
9354856995,not spam
9155389561,not spam
8340920766,spam
9584040709,not spam
8369660989,not spam
7020849826,not spam
8944060639,not spam
8824315049,not spam
8041787394,not spam
9162603344,spam
6635315572,spam
6837143838,not spam
9270201478,not spam
7161381644,not spam
9061874019,spam
8481682849,spam
9873912884,not spam
6876815190,not spam
9225252372,spam
9543342801,not spam
9120789193,not spam
8103428270,not spam
9612548507,not spam
8349420651,not spam
9068285213,spam
7074473433,not spam
9753133935,not spam
7383183178,not spam
9019776283,not spam
7235733315,spam
7274870354,spam
8304570242,not spam
6713199179,not spam
8931122102,not spam
6134236379,not spam
7316821611,spam
8534460145,not spam
6268231423,spam
7756707504,not spam
8591423823,not spam
9288872320,not spam
7347126662,not spam
6681339640,not spam
9706425772,not spam
6338533260,spam
6469646341,spam
8487862648,not spam
7786803538,spam
7026962112,not spam
7437171271,not spam
9043516449,spam
9877755396,spam
7647741954,spam
8910839484,not spam
9730417290,spam
7981694308,not spam
8671602450,spam
8139984841,not spam
6956862503,not spam
8095488360,not spam
8412892094,spam
8549775540,not spam
8435990264,not spam
9185288886,not spam
8484114331,not spam
8647324699,not spam
8365504666,not spam
8294937434,not spam
7386345946,not spam
9578703045,not spam
6925120894,spam
8730404281,spam
9079939301,not spam
7422588250,spam
8767404028,spam
7790730231,not spam
6967047933,not spam
9110522144,not spam
8994042327,not spam
8457686272,not spam
6121339769,not spam
7661381024,spam
9250797022,spam
7357264141,spam
6578430046,not spam
6608702417,not spam
6653588041,not spam
9027140959,not spam
9884809908,spam
7763156688,not spam
9035398347,spam
8690729511,not spam
7023540440,not spam
7395065156,spam
6657955369,not spam
8514025373,spam
6357721162,not spam
8000301561,spam
6548898756,spam
9204690583,not spam
7082896615,not spam
8040277097,not spam
7971223597,not spam
8056188642,not spam
9908059583,not spam
7798059879,not spam
7564538632,not spam
6475136958,not spam
9461911369,not spam
6578766135,spam
6073743512,spam
7230437709,not spam
6776132388,spam
6502157590,spam
6882677360,not spam
9556704369,not spam
8956417208,not spam
7166412308,spam
9644706767,spam
9479418414,not spam
8126191237,not spam
7213396744,not spam
7898071525,not spam
9373305302,not spam
8272945385,not spam
7486544683,not spam
7382014585,not spam
6621406930,not spam
9660963541,spam
6230054322,not spam
7734896142,not spam
7788146570,not spam
7018886669,spam
7999156437,not spam
6969452505,not spam
7190798013,not spam
7954673046,not spam
7495168256,not spam
6426946021,not spam
7215564132,spam
7861450350,spam
7508770781,not spam
9396974846,not spam
7755379946,not spam
9145598590,spam
9989428000,spam
6774492878,spam
8314857902,spam
8042209430,not spam
6942676924,not spam
8444560368,spam
6004069524,not spam
9561318179,not spam
6331600650,not spam
8717000852,not spam
9647990562,spam
7445483756,spam
8933702518,not spam
8924511740,not spam
7543055726,not spam
6001356634,not spam
8777784908,not spam
6569109422,not spam
8792402988,not spam
6813999379,not spam
7132578233,not spam
8930567635,spam
7282020878,not spam
7057320542,not spam
8991684689,spam
7719486542,not spam
6135476933,not spam
6577308363,not spam
9173326673,not spam
9412585908,not spam
7655381783,spam
8687295826,not spam
7568608709,not spam
6578711879,spam
9389277968,spam
8330277334,not spam
7785652704,not spam
8393681666,not spam
9996667860,spam
6961739658,spam
7781705348,not spam
7821164111,not spam
7199348294,spam
6347055188,not spam
7596929726,not spam
8573664084,not spam
7320452543,spam
6633161586,not spam
6211206189,not spam
9153455241,not spam
8666127882,spam
9742773485,not spam
8952070694,not spam
9025651962,spam
8441958533,not spam
7751940445,spam
9473512476,not spam
8044617353,not spam
8892605077,not spam
7977516463,spam
9571697717,not spam
6098983315,spam
9121398471,spam
9396391562,not spam
7829234762,spam
8975543280,not spam
7891955756,spam
9186221461,not spam
9479568419,not spam
7932199119,not spam
8435866293,not spam
6232246135,not spam
9534828914,not spam
6472692216,not spam
9804766184,not spam
6044844779,not spam
6152068101,not spam
6973584868,not spam
7553436047,not spam
6457311872,spam
9942065309,spam
9205812373,spam
8028986424,not spam
8551572493,not spam
9115387812,spam
8822272146,not spam
8484566648,not spam
7387903855,not spam
7810459483,not spam
6530367565,not spam
9547632466,spam
6569816513,not spam
8822588581,not spam
6376251971,not spam
7514601109,spam
7860742087,not spam
9463549369,not spam
7894759572,not spam
9999665806,spam
8502178931,not spam
8839366653,spam
6078079329,not spam
6142527232,not spam
6671924775,spam
6852119099,not spam
8494433759,not spam
9837448109,not spam
7388478688,not spam
8452387770,not spam
7338383197,not spam
6482292556,not spam
6400443763,not spam
7856922807,not spam
9604569632,not spam
9988066219,spam
9709767483,spam
9814330896,not spam
7255643967,spam
7302052415,spam
8677027521,not spam
